FirstName,LastName,Company,Email,Phone,LeadSource,Status
First365,Last365,Company_365,user365@example.com,555-166-6296,Referral,Open - Not Contacted
First366,Last366,Company_366,user366@example.com,555-194-3541,Partner,Open - Not Contacted
First367,Last367,Company_367,user367@example.com,555-668-2309,Referral,Open - Not Contacted
First368,Last368,Company_368,user368@example.com,555-947-1338,Referral,Open - Not Contacted
First369,Last369,Company_369,user369@example.com,555-404-3868,Web,Working - Contacted
First370,Last370,Company_370,user370@example.com,555-353-9536,Web,Working - Contacted
First371,Last371,Company_371,user371@example.com,555-994-7793,Partner,Working - Contacted
First372,Last372,Company_372,user372@example.com,555-918-7587,Web,Open - Not Contacted
First373,Last373,Company_373,user373@example.com,555-763-3979,Referral,Open - Not Contacted
First374,Last374,Company_374,user374@example.com,555-239-4512,Web,Working - Contacted
First375,Last375,Company_375,user375@example.com,555-478-9965,Referral,Working - Contacted
First376,Last376,Company_376,user376@example.com,555-994-2890,Partner,Working - Contacted
First377,Last377,Company_377,user377@example.com,555-858-4797,Referral,Working - Contacted
First378,Last378,Company_378,user378@example.com,555-595-2303,Referral,Open - Not Contacted
First379,Last379,Company_379,user379@example.com,555-474-8641,Partner,Closed - Converted
First380,Last380,Company_380,user380@example.com,555-725-3608,Partner,Closed - Converted
First381,Last381,Company_381,user381@example.com,555-504-7805,Referral,Open - Not Contacted
First382,Last382,Company_382,user382@example.com,555-578-2668,Partner,Working - Contacted
First383,Last383,Company_383,user383@example.com,555-278-9921,Partner,Closed - Converted
First384,Last384,Company_384,user384@example.com,555-786-7937,Referral,Working - Contacted
First385,Last385,Company_385,user385@example.com,555-334-2937,Referral,Working - Contacted
First386,Last386,Company_386,user386@example.com,555-018-6496,Partner,Working - Contacted
First387,Last387,Company_387,user387@example.com,555-339-3205,Partner,Closed - Converted
First388,Last388,Company_388,user388@example.com,555-177-5178,Referral,Working - Contacted
First389,Last389,Company_389,user389@example.com,555-041-3766,Referral,Open - Not Contacted
First390,Last390,Company_390,user390@example.com,555-427-1360,Web,Closed - Converted
First391,Last391,Company_391,user391@example.com,555-917-5093,Partner,Closed - Converted
First392,Last392,Company_392,user392@example.com,555-797-3444,Referral,Closed - Converted
First393,Last393,Company_393,user393@example.com,555-150-9310,Referral,Open - Not Contacted
First394,Last394,Company_394,user394@example.com,555-789-2061,Partner,Working - Contacted
First395,Last395,Company_395,user395@example.com,555-810-0878,Web,Open - Not Contacted
First396,Last396,Company_396,user396@example.com,555-629-7728,Partner,Working - Contacted
First397,Last397,Company_397,user397@example.com,555-317-5203,Web,Working - Contacted
First398,Last398,Company_398,user398@example.com,555-525-5519,Web,Open - Not Contacted
First399,Last399,Company_399,user399@example.com,555-215-3468,Partner,Open - Not Contacted
First400,Last400,Company_400,user400@example.com,555-781-5333,Referral,Working - Contacted
First401,Last401,Company_401,user401@example.com,555-522-3476,Partner,Closed - Converted
First402,Last402,Company_402,user402@example.com,555-188-6681,Partner,Working - Contacted
First403,Last403,Company_403,user403@example.com,555-677-6583,Partner,Closed - Converted
First404,Last404,Company_404,user404@example.com,555-223-6861,Referral,Closed - Converted
First405,Last405,Company_405,user405@example.com,555-586-0523,Web,Working - Contacted
First406,Last406,Company_406,user406@example.com,555-379-9625,Referral,Closed - Converted
First407,Last407,Company_407,user407@example.com,555-353-6208,Referral,Closed - Converted
First408,Last408,Company_408,user408@example.com,555-825-3929,Web,Closed - Converted
First409,Last409,Company_409,user409@example.com,555-870-6056,Web,Closed - Converted
First410,Last410,Company_410,user410@example.com,555-865-4403,Partner,Open - Not Contacted
First411,Last411,Company_411,user411@example.com,555-113-9261,Referral,Closed - Converted
First412,Last412,Company_412,user412@example.com,555-017-8632,Partner,Open - Not Contacted
First413,Last413,Company_413,user413@example.com,555-382-5113,Partner,Closed - Converted
First414,Last414,Company_414,user414@example.com,555-813-6696,Web,Closed - Converted
First415,Last415,Company_415,user415@example.com,555-719-9813,Referral,Closed - Converted
First416,Last416,Company_416,user416@example.com,555-728-9878,Web,Closed - Converted
First417,Last417,Company_417,user417@example.com,555-415-4091,Partner,Closed - Converted
First418,Last418,Company_418,user418@example.com,555-691-5659,Referral,Closed - Converted
First419,Last419,Company_419,user419@example.com,555-642-8784,Referral,Working - Contacted
First420,Last420,Company_420,user420@example.com,555-857-0314,Referral,Closed - Converted
First421,Last421,Company_421,user421@example.com,555-110-7784,Referral,Working - Contacted
First422,Last422,Company_422,user422@example.com,555-015-8668,Partner,Working - Contacted
First423,Last423,Company_423,user423@example.com,555-484-9106,Partner,Closed - Converted
First424,Last424,Company_424,user424@example.com,555-241-6998,Referral,Working - Contacted
First425,Last425,Company_425,user425@example.com,555-670-4080,Partner,Closed - Converted
First426,Last426,Company_426,user426@example.com,555-547-4586,Web,Open - Not Contacted
First427,Last427,Company_427,user427@example.com,555-550-4168,Partner,Closed - Converted
First428,Last428,Company_428,user428@example.com,555-669-2563,Partner,Open - Not Contacted
First429,Last429,Company_429,user429@example.com,555-509-4093,Referral,Closed - Converted
First430,Last430,Company_430,user430@example.com,555-951-2761,Referral,Working - Contacted
First431,Last431,Company_431,user431@example.com,555-916-3460,Web,Closed - Converted
First432,Last432,Company_432,user432@example.com,555-372-7069,Web,Closed - Converted
First433,Last433,Company_433,user433@example.com,555-428-1997,Web,Working - Contacted
First434,Last434,Company_434,user434@example.com,555-903-1496,Partner,Working - Contacted
First435,Last435,Company_435,user435@example.com,555-347-3089,Partner,Open - Not Contacted
First436,Last436,Company_436,user436@example.com,555-674-2470,Web,Open - Not Contacted
First437,Last437,Company_437,user437@example.com,555-464-4646,Partner,Open - Not Contacted
First438,Last438,Company_438,user438@example.com,555-889-6339,Referral,Closed - Converted
First439,Last439,Company_439,user439@example.com,555-988-9730,Partner,Working - Contacted
First440,Last440,Company_440,user440@example.com,555-088-2420,Referral,Closed - Converted
First441,Last441,Company_441,user441@example.com,555-065-5690,Partner,Working - Contacted
First442,Last442,Company_442,user442@example.com,555-486-7438,Partner,Working - Contacted
First443,Last443,Company_443,user443@example.com,555-754-6096,Partner,Closed - Converted
First444,Last444,Company_444,user444@example.com,555-988-8115,Partner,Closed - Converted
First445,Last445,Company_445,user445@example.com,555-742-8844,Referral,Working - Contacted
First446,Last446,Company_446,user446@example.com,555-355-5694,Web,Open - Not Contacted
First447,Last447,Company_447,user447@example.com,555-914-4446,Web,Closed - Converted
First448,Last448,Company_448,user448@example.com,555-137-2072,Web,Open - Not Contacted
First449,Last449,Company_449,user449@example.com,555-918-0422,Web,Open - Not Contacted
First450,Last450,Company_450,user450@example.com,555-507-3996,Web,Working - Contacted
First451,Last451,Company_451,user451@example.com,555-026-5928,Referral,Closed - Converted
First452,Last452,Company_452,user452@example.com,555-744-0367,Partner,Working - Contacted
First453,Last453,Company_453,user453@example.com,555-378-5201,Web,Closed - Converted
First454,Last454,Company_454,user454@example.com,555-601-1729,Partner,Closed - Converted
First455,Last455,Company_455,user455@example.com,555-884-5982,Partner,Closed - Converted
First456,Last456,Company_456,user456@example.com,555-099-1901,Partner,Closed - Converted
First457,Last457,Company_457,user457@example.com,555-047-8600,Referral,Working - Contacted
First458,Last458,Company_458,user458@example.com,555-519-3871,Partner,Closed - Converted
First459,Last459,Company_459,user459@example.com,555-814-2209,Web,Closed - Converted
First460,Last460,Company_460,user460@example.com,555-456-5569,Referral,Closed - Converted
First461,Last461,Company_461,user461@example.com,555-032-1100,Referral,Closed - Converted
First462,Last462,Company_462,user462@example.com,555-820-3531,Web,Closed - Converted
First463,Last463,Company_463,user463@example.com,555-755-0701,Referral,Open - Not Contacted
First464,Last464,Company_464,user464@example.com,555-587-4775,Web,Working - Contacted
First465,Last465,Company_465,user465@example.com,555-098-6731,Web,Closed - Converted
First466,Last466,Company_466,user466@example.com,555-501-3263,Referral,Open - Not Contacted
First467,Last467,Company_467,user467@example.com,555-155-7111,Partner,Open - Not Contacted
First468,Last468,Company_468,user468@example.com,555-544-3963,Referral,Open - Not Contacted
First469,Last469,Company_469,user469@example.com,555-581-3064,Web,Working - Contacted
First470,Last470,Company_470,user470@example.com,555-642-7868,Referral,Open - Not Contacted
First471,Last471,Company_471,user471@example.com,555-185-2438,Web,Open - Not Contacted
First472,Last472,Company_472,user472@example.com,555-312-7772,Web,Closed - Converted
First473,Last473,Company_473,user473@example.com,555-333-8181,Partner,Open - Not Contacted
First474,Last474,Company_474,user474@example.com,555-923-0233,Partner,Open - Not Contacted
First475,Last475,Company_475,user475@example.com,555-527-2969,Partner,Working - Contacted
First476,Last476,Company_476,user476@example.com,555-690-7000,Referral,Closed - Converted
First477,Last477,Company_477,user477@example.com,555-229-6318,Referral,Closed - Converted
First478,Last478,Company_478,user478@example.com,555-397-1337,Partner,Open - Not Contacted
First479,Last479,Company_479,user479@example.com,555-028-0384,Partner,Closed - Converted
First480,Last480,Company_480,user480@example.com,555-028-9126,Web,Closed - Converted
First481,Last481,Company_481,user481@example.com,555-387-3642,Web,Working - Contacted
First482,Last482,Company_482,user482@example.com,555-873-1637,Referral,Closed - Converted
First483,Last483,Company_483,user483@example.com,555-842-8852,Partner,Working - Contacted
First484,Last484,Company_484,user484@example.com,555-011-4427,Partner,Working - Contacted
First485,Last485,Company_485,user485@example.com,555-245-0247,Web,Working - Contacted
First486,Last486,Company_486,user486@example.com,555-795-4200,Partner,Open - Not Contacted
First487,Last487,Company_487,user487@example.com,555-697-7225,Web,Working - Contacted
First488,Last488,Company_488,user488@example.com,555-955-2543,Web,Closed - Converted
First489,Last489,Company_489,user489@example.com,555-389-2292,Referral,Closed - Converted
First490,Last490,Company_490,user490@example.com,555-941-6337,Referral,Open - Not Contacted
First491,Last491,Company_491,user491@example.com,555-732-6529,Web,Closed - Converted
First492,Last492,Company_492,user492@example.com,555-147-7066,Partner,Working - Contacted
First493,Last493,Company_493,user493@example.com,555-400-9729,Web,Working - Contacted
First494,Last494,Company_494,user494@example.com,555-598-8399,Referral,Open - Not Contacted
First495,Last495,Company_495,user495@example.com,555-561-9230,Web,Open - Not Contacted
First496,Last496,Company_496,user496@example.com,555-482-5740,Referral,Open - Not Contacted
First497,Last497,Company_497,user497@example.com,555-018-7210,Partner,Open - Not Contacted
First498,Last498,Company_498,user498@example.com,555-703-7120,Referral,Open - Not Contacted
First499,Last499,Company_499,user499@example.com,555-543-5327,Partner,Working - Contacted
First500,Last500,Company_500,user500@example.com,555-222-8211,Referral,Closed - Converted
First501,Last501,Company_501,user501@example.com,555-417-4489,Referral,Open - Not Contacted
First502,Last502,Company_502,user502@example.com,555-980-8310,Partner,Open - Not Contacted
First503,Last503,Company_503,user503@example.com,555-699-8306,Referral,Open - Not Contacted
First504,Last504,Company_504,user504@example.com,555-012-5665,Web,Open - Not Contacted
First505,Last505,Company_505,user505@example.com,555-950-7714,Web,Closed - Converted
First506,Last506,Company_506,user506@example.com,555-500-5657,Referral,Closed - Converted
First507,Last507,Company_507,user507@example.com,555-433-1557,Referral,Closed - Converted
First508,Last508,Company_508,user508@example.com,555-211-7315,Partner,Open - Not Contacted
First509,Last509,Company_509,user509@example.com,555-170-2849,Web,Closed - Converted
First510,Last510,Company_510,user510@example.com,555-928-1990,Referral,Working - Contacted
First511,Last511,Company_511,user511@example.com,555-151-9658,Referral,Working - Contacted
